fresh_candidate_id,omics_type,direct_detected_status,retention_status,retention_reason,trace_status,filter_rule_id
2_2_dimethyladipic_acid,metabolome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__CSF3,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
microbe__CXCL13,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__CXCL5,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__CXCL6,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:1.1.1.100,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:1.1.1.95,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:1.11.1.15,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:1.2.7.11,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:1.2.7.3,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:1.3.1.9,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:1.3.5.4,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:1.3.99.22,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:1.4.1.13,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:1.4.1.14,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:1.6.5.3,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:1.8.1.9,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:1.97.1.4,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.1.1.198,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.1.1.37,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.1.1.72,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.1.2.3,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.2.1.1,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.2.1.6,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.3.1.180,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.3.1.51,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.3.1.54,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.4.1.1,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.4.2.14,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.5.1.3,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.5.1.49,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.5.1.75,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.6.1.1,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.7.1.11,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.7.1.2,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.7.1.48,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.7.1.69,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.7.11.1,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.7.13.3,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.7.2.4,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.7.4.14,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.7.6.5,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.7.7.6,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.7.7.7,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:2.8.1.7,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.1.11.6,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.1.21.3,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.1.26.4,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.1.3.16,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.1.3.18,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.1.3.48,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.2.1.20,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.2.1.21,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.2.1.22,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.2.1.23,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.2.1.51,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.2.1.52,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.4.11.18,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.4.11.9,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.4.16.4,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.4.21.102,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.4.21.89,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.4.22.70,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.5.1.1,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.5.1.28,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.5.1.88,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.5.4.10,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.6.1.1,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.6.1.27,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.6.1.55,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.6.1.66,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.6.3.14,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.6.3.17,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.6.3.21,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.6.3.34,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.6.4.12,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:3.6.4.13,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:4.1.1.3,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:4.1.2.13,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:4.1.3.27,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:4.2.1.2,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:4.2.1.20,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:4.2.1.33,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:4.2.1.35,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:4.2.99.18,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:4.3.1.17,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:4.3.3.7,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:4.4.1.8,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:5.1.3.2,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:5.1.3.3,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:5.2.1.8,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:5.4.2.12,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:5.4.99.12,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:5.4.99.23,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:5.4.99.5,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:5.99.1.2,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:5.99.1.3,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:6.1.1.20,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:6.1.1.7,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:6.2.1.3,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:6.3.1.2,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:6.3.5.5,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:6.3.5.6,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:6.3.5.7,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EC:6.4.1.2,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EDNRA,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__EPCAM_TPM,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__FOLH1,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__G0S2,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
microbe__GABRP,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__GJA4,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
microbe__GSTA1,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__HCAR3,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__HLA-DRB5,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__IGF2BP3,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__IGHG3,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__IGHG4,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__IGHV2-70,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__IGHV3-69-1,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__IGHV4-31,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__IGKV2D-24,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__IGKV2D-29,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__IGKV6D-21,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__IGLV9-49,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__IL1A,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
microbe__IL33,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
microbe__INHBA,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__ITGA2,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__KCNJ10,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__LINC00528,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__LTF,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
microbe__MEP1B,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__MIR155HG,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__MME,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
microbe__MMP10,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__MUC17,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__PAPLN,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__PDZK1,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__PRODH,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__PRRC2A,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__PRSS2,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
